timestamp,distance
3489,3507.690828402367
3514,1195.586
3535,1190.585
3565,1188.223
3597,1185.5352
3628,1178.1406
3660,1179.8348
3692,1177.9668
3725,1177.1192
3756,1176.4794
3804,1177.0744
3836,1175.374
3868,1173.7294
3900,1170.5562
3932,1167.099
3964,1180.0594
3997,1186.982
4028,1193.9322
4061,1194.5432
4092,1186.259
4138,1179.643
4172,1173.4932
4204,1165.2674
4236,1157.0184
4268,1150.7732
4299,1145.6178
4332,1140.6078
4364,1135.378
4396,1131.9652
4428,1128.8676
4461,1122.2342
4492,1129.8178
4524,1130.9038
4572,1134.41
4603,1134.4668
4636,1138.5714
4668,1139.4914
4699,1081.1648
4732,940.0222
4764,775.5646
4796,780.0824
4828,980.6998
4860,973.1982
4892,960.2658
4923,954.6012
4971,945.5248
5003,931.538
5035,923.6304
5067,916.0698
5099,905.431
5131,893.3074
5163,889.934
5195,889.8358
5227,892.9564
5259,894.9826
5291,882.0868
5339,877.5754
5371,879.786
5403,885.0
5435,888.6506
5467,889.9528
5499,880.0232
5531,838.5624
5564,783.6306
5595,708.934
5627,611.555
5659,532.096
5691,425.6819047619048
5739,463.77
5778,624.5105405405405
5803,3124.0754437869823
5835,3048.5118343195268
5866,3008.312130177515
5899,3157.4704142011833
5931,3241.974852071006
5963,3137.276627218935
5995,3226.939349112426
6027,3147.389053254438
6058,3160.6494082840236
6090,3334.248520710059
6138,3170.2884615384614
6170,3189.9112426035504
6202,3256.748520710059
6234,3196.48224852071
6267,3304.102071005917
6299,3402.8683431952663
6331,3384.165680473373
6363,3335.983727810651
6395,3264.3846153846152
6427,3347.420118343195
6458,3422.0029585798816
6507,3331.068047337278
6538,3424.526627218935
6570,3430.4615384615386
6603,3478.2884615384614
6635,3251.3224852071007
6666,3231.5103550295858
6702,1199.1572
6731,1201.4208
6763,1197.753
6796,1184.1184
6827,1174.9836
6860,1155.2924
6907,1159.6586
6939,1153.7228
6971,1152.7916
7003,1148.3688
7035,1145.7858
7067,1142.6372
7099,1141.7224
7131,1141.5842
7163,1139.1074
7196,1137.7536
7227,1136.3964
7259,1134.6908
7307,1132.632
7339,1132.0834
7371,1130.8716
7403,1128.0236
7435,1128.4892
7467,1129.0402
7503,1127.2232
7532,1126.211
7563,1125.2772
7595,1124.6864
7627,1123.5458
7675,1121.0574
7707,1121.2406
7739,1119.7876
7771,1118.7408
7803,1115.7922
7835,1114.5352
7867,1111.747
7899,1107.9198
7931,1105.3142
7963,1101.141
7996,1097.0482
8027,1093.9072
8075,1092.5322
8107,1095.331
8139,1099.4118
8171,1114.2072
8203,1131.2714
8235,1152.1386
8267,1166.5248
8299,1177.2778
8331,1184.0032
8363,1190.0278
8395,1195.8556
8427,1202.7686
8475,1209.3474
8507,1217.935
8539,1225.396
8571,1234.8366
8603,1243.7126
8635,1244.4802
8667,1217.8486
8699,1207.7644
8731,1178.6358
8763,1123.1194
8795,1101.4574
8842,1066.3736
8875,1007.4342
8907,965.5108
8939,952.2254
8971,895.975
9004,950.3308
9035,893.4476
9067,815.631224489796
9099,866.5032653061224
9131,807.3885416666667
9163,770.0816666666667
9195,778.8755319148936
9246,781.9889130434783
9276,729.5890909090909
9307,814.2132558139535
9338,779.6340476190476
9370,846.2833333333333
9402,843.619761904762
9435,856.3619047619047
9467,857.1253658536585
9499,896.7382926829268
9531,864.5245
9563,919.75275
9595,953.9243589743589
9643,1000.0717948717949
9675,1021.3484210526316
9707,1052.4251282051282
9738,1043.026842105263
9771,996.7165789473685
9802,976.6163157894737
9835,1068.0884210526315
9867,1005.4820085929108
9899,1003.2718393922952
9931,985.6679327183939
9963,967.9439728353141
9995,996.5212765957447
10043,1043.417894736842
10074,1083.6235897435897
10106,1062.7876923076924
10138,1084.01325
10171,1090.4270731707318
10203,1062.4756097560976
10235,1085.1207142857143
10267,1072.8716666666667
10299,1063.2911904761904
10332,1056.3642857142856
10363,1072.5566666666666
10410,1083.0916666666667
10443,1099.2216666666666
10475,1089.6651219512196
10506,1143.4458536585366
10539,1070.797
10570,1123.4343902439025
10603,1104.51675
10634,1099.45975
10666,1051.1022896963664
10699,1083.6193565127141
10731,1095.2230691056911
10764,1051.773299101412
10811,1065.5709595959595
10843,1020.5520512820513
10875,998.6689743589743
10906,1034.9821052631578
10939,1038.2377659574468
10974,1037.104255319149
11003,1041.154569892473
11035,1003.0747340425532
11067,979.4067934782609
11099,1008.97668997669
11132,995.8852150537634
11163,1011.5335106382979
11210,1014.2020618556701
11242,986.9822916666667
11275,1050.1253846153845
11306,1106.777435897436
11338,1021.2546153846154
11370,1047.1141025641025
11402,1005.9997435897436
11435,968.05275
11467,1004.7902564102565
11498,1072.47425
11531,1065.9165
11579,1082.6192682926828
11610,1044.3478048780487
11643,1034.1331707317074
11674,1041.1039024390243
11706,1039.6168292682926
11739,1006.7425
11771,1009.0712195121952
11803,1019.1851219512195
11835,1033.678292682927
11867,1033.3929268292684
11899,1039.821463414634
11931,1056.7409523809524
11979,1016.4
12010,1015.9370731707317
12043,1064.220487804878
12075,1073.6329268292684
12107,1008.83725
12138,1061.314
12170,1051.97525
12202,1007.29625
12235,1017.8005128205128
12267,1031.5376923076924
12299,902.3342105263158
12331,1038.7397435897435
12378,977.29525
12410,958.89825
12443,1004.9175
12474,1047.657
12507,983.0858974358974
12538,998.3697435897436
12571,1008.2913513513513
12602,1092.1307894736842
12634,3497.244082840237
12673,3605.360946745562
12699,3612.6065088757396
12746,3637.955621301775
12779,3631.8505917159764
12811,3583.683431952663
12842,3554.199704142012
12875,3613.476331360947
12907,3536.730769230769
12939,3613.9008875739646
12970,3559.957100591716
13002,3559.8254437869823
13035,3659.329881656805
13066,3582.8402366863907
13099,3671.050295857988
13147,3609.2396449704142
13179,3674.937869822485
13211,3721.016272189349
13243,3684.846153846154
13275,3720.992603550296
13307,3551.569526627219
13339,3639.6420118343194
13370,3615.9437869822486
13402,3719.25
13435,3569.769230769231
13466,3653.8239644970413
13498,3734.387573964497
13546,3748.3994082840236
13578,3747.355029585799
13611,3678.8254437869823
13642,3708.4674556213017
13674,3761.036982248521
13706,3774.71449704142
13738,3664.707100591716
13771,3779.105029585799
13803,3705.701183431953
13834,3794.5325443786983
13866,3812.2810650887573
13914,3711.112426035503
13947,3668.6686390532545
13979,3835.233727810651
14010,3699.5310650887573
14043,3733.776627218935
14074,3765.8210059171597
14106,3651.025147928994
14139,3782.5
14171,3751.7825443786983
14202,3757.8150887573966
14235,3743.344674556213
14266,3769.6686390532545
14321,3806.748520710059
14347,3795.4689349112427
14378,3784.360946745562
14410,3805.6183431952663
14443,3661.8402366863907
14474,3679.458579881657
14506,3679.121301775148
14538,3488.637573964497
14570,3629.791420118343
14602,3656.069526627219
14634,3678.939349112426
14668,3647.068047337278
14715,3668.4866863905327
14746,3738.859467455621
